,id,original_title,popularity,vote_count,genre_ids
1416,33273,Celda 211,17.148,1160,"[28, 53, 18]"
1417,10907,The Adventures of Robin Hood,20.665,684,"[12, 10749, 36]"
1418,8741,The Thin Red Line,23.861,2749,"[18, 36, 10752]"
1419,458156,John Wick: Chapter 3 - Parabellum,76.098,9927,"[28, 53, 80]"
1420,166666,3096 Tage,26.304,831,[18]
1421,24192,Il vangelo secondo Matteo,11.898,326,[18]
1422,22584,To Have and Have Not,14.074,466,"[12, 10749, 10752]"
1423,206487,Predestination,43.28,6004,"[878, 53]"
1424,11471,英雄本色,17.484,463,"[28, 80, 18]"
1425,11030,Zelig,11.516,793,[35]
1426,565310,The Farewell,17.196,1297,"[35, 18]"
1427,499631,Fabrizio De André: Principe libero,5.501,327,"[10402, 36]"
1428,489418,Pupille,7.333,463,[18]
1429,487670,The Death of Superman,19.182,699,"[878, 16, 28, 18]"
1430,217993,Justice League: War,19.694,1003,"[16, 28]"
1431,21832,新世紀エヴァンゲリオン劇場版 シト新生,24.549,396,"[16, 18, 878]"
1432,429617,Spider-Man: Far From Home,98.985,14730,"[28, 12, 878]"
1433,271110,Captain America: Civil War,92.559,21766,"[12, 28, 878]"
1434,227306,Unbroken,26.841,3909,"[18, 10752]"
1435,13060,Lifted,23.651,709,"[10751, 16, 878, 35]"
1436,11481,Repulsion,19.159,910,"[18, 53, 27]"
1437,11031,This Is Spinal Tap,14.719,1290,"[10402, 35]"
1438,340666,Nocturnal Animals,41.987,7286,"[18, 53]"
1439,65218,Lemonade Mouth,16.833,1008,"[18, 35, 10770]"
1440,32909,花木兰,15.302,399,"[12, 18, 28]"
1441,13060,Lifted,23.651,709,"[10751, 16, 878, 35]"
1442,4024,L'Année dernière à Marienbad,17.611,454,"[18, 10749]"
1443,37719,A Night at the Opera,10.328,447,"[35, 10402]"
1444,13689,Peaceful Warrior,16.711,381,[18]
1445,11167,Peeping Tom,20.119,713,"[27, 53, 18]"
1446,1407,La Môme,21.205,1490,"[10402, 18]"
1447,466272,Once Upon a Time… in Hollywood,69.189,12466,"[35, 18, 53]"
1448,364433,Lo chiamavano Jeeg Robot,20.719,2406,"[18, 28, 35]"
1449,75233,"Oslo, 31. august",11.959,385,[18]
1450,4584,Sense and Sensibility,28.927,1554,"[18, 10749]"
1451,710356,2 Hearts,34.866,528,"[10749, 18]"
1452,16619,Ordinary People,15.643,569,[18]
1453,5781,Cet obscur objet du désir,22.054,347,"[35, 18, 10749]"
1454,1847,The Long Goodbye,15.215,550,"[9648, 80, 35, 53]"
1455,1677,Ray,17.072,1816,"[18, 10402]"
1456,2690,Irma la Douce,20.89,373,"[35, 10749]"
1457,290542,You're Not You,12.107,764,[18]
1458,11421,C.R.A.Z.Y.,8.908,430,"[35, 18]"
1459,10435,Chaplin,17.045,980,[18]
1460,75233,"Oslo, 31. august",11.959,385,[18]
1461,226,Boys Don't Cry,23.205,1223,"[80, 18]"
1462,508570,The One and Only Ivan,20.857,552,"[10751, 35, 18]"
1463,13475,Star Trek,67.844,9424,"[878, 28, 12]"
1464,13403,Hedwig and the Angry Inch,11.724,340,"[35, 10402, 18]"
1465,9028,Il grande silenzio,13.882,357,[37]
1466,2786,Pierrot le fou,14.957,783,"[18, 53]"
1467,250219,Smetto quando voglio,16.128,1735,[35]
1468,193756,Lone Survivor,56.854,3989,"[10752, 28, 18]"
1469,161,Ocean's Eleven,49.945,10950,"[53, 80]"
1470,395834,Wind River,40.175,4839,"[80, 18, 9648, 53]"
1471,42994,MEMORIES,36.858,388,"[14, 16, 878]"
1472,18333,Vargtimmen,8.908,440,"[18, 27]"
1473,11349,Cape Fear,13.991,527,[53]
1474,10867,Malèna,72.049,2063,[18]
1475,9549,The Right Stuff,16.918,788,"[18, 36, 12]"
1476,831405,Injustice,22.136,729,"[16, 878, 14, 28]"
1477,644583,The Mauritanian,20.64,967,"[18, 53]"
1478,637534,BAC Nord,20.287,1126,"[53, 28, 80]"
1479,425909,Ghostbusters: Afterlife,70.012,4044,"[14, 35, 12]"
1480,16305,Sullivan's Travels,11.296,413,"[12, 35, 10749]"
1481,10400,The Hurricane,17.389,1287,[18]
1482,9918,Glory Road,17.277,675,"[18, 36]"
1483,4174,Spellbound,12.277,817,"[53, 9648, 10749, 18]"
1484,228203,"McFarland, USA",42.409,739,"[18, 10751]"
1485,507505,El Ángel,13.55,518,"[18, 80]"
1486,190859,American Sniper,66.252,12264,"[10752, 28]"
1487,129670,Nebraska,10.389,1634,"[18, 12]"
1488,3009,Le Procès,12.628,435,"[80, 18, 9648]"
1489,290762,Miss You Already,18.985,641,"[35, 18]"
1490,271706,大鱼海棠,16.148,419,"[16, 12, 14]"
1491,101299,The Hunger Games: Catching Fire,139.453,16513,"[12, 28, 878]"
1492,37181,درباره الی‎‎,13.796,451,[18]
1493,17654,District 9,50.933,8874,[878]
1494,6916,...altrimenti ci arrabbiamo!,18.046,751,"[28, 35]"
1495,668461,Slumberland,39.458,740,"[10751, 14, 35]"
1496,442065,The Last Full Measure,17.377,410,"[18, 28, 10752]"
1497,284052,Doctor Strange,78.323,21153,"[28, 12, 14]"
1498,675445,PAW Patrol: The Movie,101.115,1174,"[16, 10751, 12, 35]"
1499,380225,La pazza gioia,10.581,842,"[18, 35]"
1500,380225,La pazza gioia,10.581,842,"[18, 35]"
1501,339984,Miracles from Heaven,44.851,1121,"[10751, 18, 14]"
1502,9461,Enter the Dragon,31.104,1729,[28]
1503,2503,The Bourne Ultimatum,35.757,7229,"[28, 18, 9648, 53]"
1504,771,Home Alone,11.966,10489,"[35, 10751]"
1505,615777,Babylon,82.567,2467,"[18, 35]"
1506,9470,功夫,32.925,2550,"[28, 35, 80, 14]"
1507,242,The Godfather Part III,63.488,5750,"[80, 18, 53]"
1508,926393,The Equalizer 3,340.04,1969,"[28, 53, 80]"
1509,292011,Richard Jewell,28.032,2317,"[18, 80]"
1510,20982,劇場版 NARUTO -ナルト- 疾風伝,55.241,801,"[16, 28, 14]"
1511,484751,Sauver ou périr,7.906,616,[18]
1512,245891,John Wick,51.841,18206,"[28, 53]"
1513,51828,One Day,52.359,3966,"[18, 10749]"
1514,25403,Caro Diario,12.37,421,"[35, 18]"
1515,17136,The Woman in the Window,11.885,307,"[53, 80, 18]"
1516,1360,Frida,18.508,1921,"[18, 10749]"
1517,560057,The Sea Beast,48.106,1307,"[16, 12, 10751, 14]"
1518,38985,Sorcerer,14.449,449,"[53, 12, 18]"
1519,11661,Joyeux Noël,22.651,811,"[18, 10752, 10749, 36]"
1520,11615,The Life of David Gale,20.279,1875,"[18, 53, 80]"
1521,8094,The Magdalene Sisters,12.468,373,"[18, 36]"
1522,3110,Shane,15.329,542,"[18, 37]"
1523,2292,Clerks,15.557,2314,[35]
1524,839,Duel,24.564,1697,"[28, 53, 10770]"
1525,462,Erin Brockovich,29.267,2920,[18]
1526,353081,Mission: Impossible - Fallout,73.978,7671,"[28, 12]"
1527,94329,Serbuan Maut,27.74,3147,"[28, 53, 80]"
1528,11661,Joyeux Noël,22.651,811,"[18, 10752, 10749, 36]"
1529,7249,Futurama: Bender's Big Score,13.821,629,"[16, 35, 878, 10770]"
1530,1653,Diarios de motocicleta,16.396,1185,[18]
1531,508947,Turning Red,125.46,4638,"[16, 10751, 35, 14]"
1532,1523,The Last King of Scotland,19.539,1944,[18]
1533,823,人狼 JIN-ROH,22.285,431,"[16, 878, 53, 18, 14]"
1534,137106,The Lego Movie,44.819,7345,"[16, 10751, 12, 35, 14]"
1535,8333,The Taking of Pelham One Two Three,15.309,446,"[80, 53, 28]"
1536,4232,Scream,49.681,6393,"[80, 27, 9648]"
1537,603661,The Hating Game,25.768,890,"[35, 10749]"
1538,516486,Greyhound,39.502,2624,"[10752, 28, 18]"
1539,11545,Rushmore,20.405,2312,"[35, 18]"
1540,11829,...continuavano a chiamarlo Trinità,27.298,837,"[35, 37]"
1541,11545,Rushmore,20.405,2312,"[35, 18]"
1542,312221,Creed,62.703,7059,"[28, 18]"
1543,11704,The Secret of NIMH,17.746,736,"[10751, 16, 14, 12, 878]"
1544,3085,His Girl Friday,24.413,742,"[35, 10749]"
1545,615666,A Boy Called Christmas,39.52,655,"[10751, 12, 14]"
1546,519010,Dolor y gloria,15.461,1678,[18]
1547,14092,GHOST IN THE SHELL／攻殻機動隊2.0,20.643,366,"[28, 16, 878]"
1548,1895,Star Wars: Episode III - Revenge of the Sith,44.321,12935,"[12, 28, 878]"
1549,899112,Violent Night,139.85,1796,"[28, 35, 53, 27, 80, 14]"
1550,121986,Frances Ha,15.277,1458,"[35, 18]"
1551,76589,Justice League: Doom,23.16,804,"[28, 16, 878]"
1552,39486,Secretariat,26.373,543,[18]
1553,26963,The Secret of Kells,16.16,629,"[16, 10751, 14]"
1554,492,Being John Malkovich,22.821,4019,"[35, 18, 14]"
1555,667538,Transformers: Rise of the Beasts,405.919,3777,"[28, 12, 878]"
1556,265180,Левиафан,15.074,790,[18]
1557,12207,醉拳二,30.815,886,"[28, 35]"
1558,853,Enemy at the Gates,37.584,3354,"[18, 10752, 36]"
1559,146,卧虎藏龍,27.261,2968,"[12, 18, 28, 10749]"
1560,18988,The Lion in Winter,19.708,301,"[18, 36]"
1561,1391,Y tu mamá también,22.228,1374,"[18, 10749]"
1562,760,Les Aventures de Rabbi Jacob,17.018,910,[35]
1563,176,Saw,67.981,8651,"[27, 9648, 80]"
1564,673595,"Maggie Simpson in ""Playdate with Destiny""",17.932,336,"[16, 35, 10751, 10749]"
1565,39486,Secretariat,26.373,543,[18]
1566,1359,American Psycho,58.536,10052,"[53, 18, 80]"
1567,339380,On the Basis of Sex,17.334,958,"[18, 36]"
1568,4203,Mujeres al borde de un ataque de nervios,18.06,812,"[35, 18]"
1569,758866,ドライブ・マイ・カー,26.195,1086,[18]
1570,451048,Jungle Cruise,69.12,5296,"[28, 12, 14]"
1571,394117,The Florida Project,20.823,2543,[18]
1572,109689,Tengo ganas de ti,59.783,1759,"[18, 10749]"
1573,46919,Sedmikrásky,11.427,325,"[35, 18]"
1574,463257,The Peanut Butter Falcon,14.665,1229,"[12, 35, 18]"
1575,439584,Smetto quando voglio - Ad honorem,8.318,931,"[28, 35]"
1576,639,When Harry Met Sally...,33.507,3753,"[35, 10749, 18]"
1577,11236,The Secret Garden,15.048,831,"[18, 10751, 14]"
1578,704,A Hard Day's Night,15.275,612,"[10402, 35]"
1579,649,Belle de jour,15.204,798,"[18, 10749]"
1580,37135,Tarzan,75.341,6342,"[10751, 12, 16, 18]"
1581,10549,Hamlet,21.959,432,[18]
1582,388,Inside Man,33.573,5402,"[80, 18, 53]"
1583,912598,バブル,34.166,361,"[16, 12, 878, 14, 10749]"
1584,493529,Dungeons & Dragons: Honor Among Thieves,125.045,2760,"[12, 14, 35]"
1585,273895,Selma,16.779,2100,"[36, 18]"
1586,17529,True Grit,27.321,707,[37]
1587,5967,Les Parapluies de Cherbourg,15.188,693,"[18, 10749]"
1588,763,Braindead,14.841,1499,"[27, 35]"
1589,274109,Palmeras en la nieve,21.213,508,"[18, 36, 10749]"
1590,26638,Il deserto rosso,9.623,412,[18]
1591,818647,A través de mi ventana,90.104,2817,"[18, 10749, 35]"
1592,395991,Only the Brave,22.073,1441,"[18, 28]"
1593,370172,No Time to Die,105.051,5661,"[28, 12, 53]"
1594,87827,Life of Pi,42.002,12530,"[12, 18]"
1595,414425,Mudbound,16.5,1163,[18]
1596,49020,Submarine,14.973,1353,"[18, 35, 10749]"
1597,11901,High Plains Drifter,28.592,1042,"[37, 18, 9648]"
1598,621,Grease,48.442,6838,"[10749, 35]"
1599,533444,Waves,21.788,594,"[10749, 18]"
1600,5723,Once,13.397,1219,"[18, 10402, 10749]"
1601,794,The Omen,29.883,1867,"[27, 53]"
1602,621,Grease,48.442,6838,"[10749, 35]"
1603,447332,A Quiet Place,44.939,13261,"[27, 18, 878]"
1604,49020,Submarine,14.973,1353,"[18, 35, 10749]"
1605,985,Eraserhead,23.897,2237,[27]
1606,111969,Stuck in Love,22.613,1817,"[18, 35]"
1607,2898,As Good as It Gets,27.633,3525,"[18, 35, 10749]"
1608,575,Das Experiment,16.801,1008,"[18, 53]"
1609,9454,EverAfter,24.553,1365,"[18, 10749, 35]"
1610,9426,The Fly,50.955,4059,"[27, 878]"
1611,376867,Moonlight,25.109,6710,[18]
1612,350312,బాహుబలి 2: ది కన్ క్లూజన్,29.489,679,"[28, 12, 14]"
1613,273481,Sicario,76.84,7985,"[28, 80, 53]"
1614,9361,The Last of the Mohicans,23.651,2827,"[28, 12, 18, 36, 10749, 10752]"
1615,951491,Saw X,263.67,1318,"[27, 53]"
1616,818750,The In Between,27.287,645,"[10749, 878, 18]"
1617,31522,Une Femme est une femme,7.599,340,"[35, 18, 10749]"
1618,11416,The Mission,19.785,1295,"[12, 18, 28, 36]"
1619,8681,Taken,82.229,10586,"[28, 53]"
1620,951491,Saw X,263.67,1316,"[27, 53]"
1621,10474,The Basketball Diaries,24.444,1831,"[18, 80]"
1622,8681,Taken,82.229,10584,"[28, 53]"
1623,1669,The Hunt for Red October,36.409,3008,"[28, 12, 53]"
1624,350,The Devil Wears Prada,77.266,11266,"[35, 18, 10749]"
1625,705996,헤어질 결심,68.531,974,"[53, 9648, 10749]"
1626,377263,Frantz,15.031,648,"[36, 18, 10749]"
1627,12902,Scooby-Doo! and the Loch Ness Monster,46.871,391,"[10751, 12, 16, 35, 14, 9648]"
1628,11589,Kelly's Heroes,25.388,654,"[12, 35, 10752]"
1629,9462,猛龍過江,27.619,1048,"[28, 80]"
1630,427,Mon oncle,14.414,493,[35]
1631,813258,Monster Pets: A Hotel Transylvania Short,35.294,376,"[16, 35, 14]"
1632,284054,Black Panther,71.061,21265,"[28, 12, 878]"
1633,10849,The Purple Rose of Cairo,11.93,936,"[14, 35, 10749]"
1634,8810,Mad Max 2,50.116,3356,"[12, 28, 53, 878]"
1635,5123,August Rush,32.728,2546,"[10751, 18, 10402]"
1636,4476,Legends of the Fall,31.129,2381,"[12, 18, 10749, 10752, 37]"
1637,406385,Smetto quando voglio - Masterclass,11.221,1181,"[28, 35, 80]"
1638,387426,Okja,26.749,4050,"[12, 18, 878, 14]"
1639,3089,Red River,15.888,472,[37]
1640,245913,Pelé: Birth of a Legend,27.123,1016,[18]
1641,481432,Lazzaro felice,17.398,620,"[18, 14]"
1642,1645,A Time to Kill,33.174,2311,"[80, 18, 53]"
1643,303483,Les Héritiers,9.521,306,[18]
1644,45317,The Fighter,37.274,4094,[18]
1645,17681,Scooby-Doo! and the Witch's Ghost,33.674,385,"[16, 35, 9648, 10751, 14]"
1646,659959,Été 85,13.567,741,"[10749, 18]"
1647,7862,Die Fälscher,13.164,565,"[18, 10752]"
1648,26596,Johnny Guitar,13.998,381,"[18, 37, 10749]"
1649,1542,Office Space,26.397,2720,[35]
1650,628,Interview with the Vampire,37.283,5434,"[27, 18, 14]"
1651,1040148,"Ruby Gillman, Teenage Kraken",137.455,782,"[16, 10751, 14, 35]"
1652,814,An American Werewolf in London,30.773,2202,"[35, 27, 18]"
1653,14283,Le Violon rouge,13.257,381,"[18, 53, 9648, 10402, 10749]"
1654,4011,Beetlejuice,44.386,6257,"[14, 35]"
1655,416494,Status Update,29.135,489,"[35, 14, 878]"
1656,22803,Law Abiding Citizen,53.164,4738,"[18, 80, 53]"
1657,10784,Cabaret,13.999,817,"[10402, 18, 10749]"
1658,9504,Glengarry Glen Ross,15.706,1225,"[80, 18, 9648]"
1659,713,The Piano,22.546,1380,"[18, 10749]"
1660,9504,Glengarry Glen Ross,15.706,1225,"[80, 18, 9648]"
1661,2899,Astérix & Obélix Mission Cléopâtre,34.92,3276,"[10751, 14, 35, 12]"
1662,713,The Piano,22.546,1380,"[18, 10749]"
1663,37094,Falling Down,31.085,3385,"[80, 18, 53]"
1664,14534,Rudy,20.305,608,"[18, 36]"
1665,13382,Rudolph the Red-Nosed Reindeer,28.542,524,"[16, 10751, 10770]"
1666,8356,An Affair to Remember,17.774,424,"[18, 10749]"
1667,6644,El Dorado,20.84,476,[37]
1668,527,Once Were Warriors,13.99,378,[18]
1669,544401,Cherry,26.266,1167,"[18, 80]"
1670,64682,The Great Gatsby,47.047,11653,"[18, 10749]"
1671,25866,Le Corniaud,12.555,608,"[35, 80]"
1672,14638,The Killers,13.794,352,"[80, 9648, 53]"
1673,10437,The Muppet Christmas Carol,30.313,881,"[10402, 35, 10751, 14, 18]"
1674,2798,Oscar,6.589,450,[35]
1675,2056,The Station Agent,11.672,604,"[18, 35]"
1676,621013,Chemical Hearts,24.915,1069,"[18, 10749]"
1677,458131,The Best of Enemies,18.112,381,"[18, 36]"
1678,88273,En kongelig affære,11.221,800,"[18, 36, 10749]"
1679,1052,Blow-Up,17.08,1137,"[18, 9648, 53]"
1680,1052,Blow-Up,17.08,1137,"[18, 9648, 53]"
1681,260,The 39 Steps,16.513,867,"[9648, 53]"
1682,489930,Blindspotting,11.529,609,"[35, 80, 18]"
1683,10437,The Muppet Christmas Carol,30.313,881,"[10402, 35, 10751, 14, 18]"
1684,855,Black Hawk Down,48.77,5321,"[28, 36, 10752]"
1685,408647,Teen Titans: The Judas Contract,29.026,643,"[878, 16, 28]"
1686,374461,Mr. Church,14.002,442,[18]
1687,964980,Air,61.746,1519,"[18, 36]"
1688,16320,Serenity,36.426,3261,"[878, 28, 12, 53]"
1689,1116,The Wind That Shakes the Barley,16.08,723,"[18, 10752]"
1690,417320,Descendants 2,38.953,1529,"[10751, 10402, 14, 10770, 12, 28, 10749]"
1691,100271,ももへの手紙,14.386,339,"[35, 14, 16, 18, 10751]"
1692,33701,Les Bronzés font du ski,9.736,1122,[35]
1693,14645,Le père Noël est une ordure,10.528,906,[35]
1694,13189,A Christmas Carol,39.274,327,"[18, 14, 10770, 10751]"
1695,663260,Boîte noire,24.274,993,"[9648, 53, 18]"
1696,429174,Нелюбовь,12.886,690,[18]
1697,407449,Lucky,9.95,526,[18]
1698,302528,Remember,13.05,655,"[18, 53, 9648]"
1699,39356,Boy,14.486,365,"[18, 35]"
1700,16646,Русский ковчег,11.188,417,"[18, 14, 36]"
1701,4032,My Girl,22.12,1931,"[35, 18]"
1702,46838,Tucker and Dale vs. Evil,19.57,2542,"[35, 27]"
1703,16307,The Wicker Man,23.941,1242,[27]
1704,3766,The Lady from Shanghai,13.24,589,"[80, 18]"
1705,583689,Moxie,24.089,756,"[35, 18, 10402]"
1706,307081,Southpaw,47.507,5238,"[28, 18]"
1707,20312,Interstate 60,15.748,609,"[12, 35, 14]"
1708,7452,"The Cook, the Thief, His Wife & Her Lover",14.257,563,"[80, 18]"
1709,4133,Blow,24.536,4067,"[80, 18]"
1710,140,La mala educación,16.063,883,"[18, 9648]"
1711,157354,Fruitvale Station,15.406,1196,[18]
1712,890980,Los renglones torcidos de Dios,22.163,557,"[18, 9648, 53]"
1713,539617,Big Time Adolescence,14.276,306,[35]
1714,80278,The Impossible,32.551,5957,"[12, 18, 53]"
1715,72478,Sala samobójców,6.707,438,"[18, 53, 16]"
1716,13321,Lifeboat,9.854,394,"[10752, 18]"
1717,13199,American Me,15.791,328,"[80, 18]"
1718,7863,Shine,16.246,603,[18]
1719,65754,The Girl with the Dragon Tattoo,47.315,6578,"[53, 80, 9648]"
1720,37799,The Social Network,32.272,11369,[18]
1721,10024,My Sister's Keeper,16.574,1975,[18]
1722,7452,"The Cook, the Thief, His Wife & Her Lover",14.257,563,"[80, 18]"
1723,2757,Adaptation.,20.875,2287,"[35, 80, 18]"
1724,2252,Eastern Promises,34.617,3065,"[53, 80, 9648]"
1725,13635,L'Instinct de mort,19.019,867,"[18, 28, 53, 80]"
1726,2134,The Time Machine,23.677,751,"[53, 12, 14, 878, 10749]"
1727,81188,Rise of the Guardians,73.046,6338,"[10751, 16, 14, 28, 12]"
1728,15080,おもひでぽろぽろ,37.646,975,"[16, 18, 10749]"
1729,14433,Zulu,16.073,467,"[28, 18, 36, 10752]"
1730,2291,Jacob's Ladder,23.222,1488,"[18, 9648, 27]"
1731,476299,Ghostland,56.171,2229,"[27, 9648, 53]"
1732,116,Match Point,22.898,3837,"[18, 53, 80, 10749]"
1733,615643,Minari,25.876,1448,[18]
1734,570661,Der Fall Collini,13.305,323,"[80, 53, 18]"
1735,438148,Minions: The Rise of Gru,115.972,3183,"[16, 35, 10751]"
1736,205220,Philomena,16.587,1524,[18]
1737,1245,The Remains of the Day,18.882,1195,"[18, 10749]"
1738,840,Close Encounters of the Third Kind,26.482,3908,"[878, 18]"
1739,289222,The Zookeeper's Wife,21.955,1432,"[18, 36, 10752]"
1740,140823,Saving Mr. Banks,23.723,3152,"[35, 18, 36]"
1741,9662,Les Triplettes de Belleville,15.008,865,"[16, 35, 18]"
1742,457,Sissi,41.488,448,"[35, 18, 10749]"
1743,184,Jackie Brown,24.909,5913,"[80, 18, 53]"
1744,756,Fantasia,43.731,2850,"[16, 10751, 14]"
1745,10144,The Little Mermaid,100.415,7435,"[16, 10751, 14]"
1746,4147,Road to Perdition,27.868,3374,"[80, 18, 53]"
1747,1923,Twin Peaks: Fire Walk with Me,18.913,1771,"[18, 9648, 27]"
1748,576845,Last Night in Soho,33.009,2962,"[9648, 53, 27]"
1749,508763,A Dog's Way Home,28.323,1025,"[18, 12, 10751]"
1750,276624,アイアムアヒーロー,15.303,370,"[28, 27, 18]"
1751,250538,The Good Lie,9.982,460,[18]
1752,11673,Cyrano de Bergerac,13.035,704,"[18, 35, 36, 10749]"
1753,522369,Sorry We Missed You,18.887,677,[18]
1754,399404,Darkest Hour,31.084,4828,"[18, 36]"
1755,34647,Enter the Void,16.966,1645,"[14, 18]"
1756,1554,Down by Law,15.113,675,"[80, 18, 35]"
1757,755339,Tudo Bem no Natal Que Vem,18.541,381,"[35, 10751, 18]"
1758,360365,Tini: El Gran Cambio De Violetta,12.483,368,"[35, 18, 10402]"
1759,49361,Non si sevizia un paperino,9.679,332,[27]
1760,425,Ice Age,110.94,12486,"[16, 35, 10751, 12]"
1761,342737,20th Century Women,21.102,1074,[18]
1762,11881,Miracle on 34th Street,39.762,674,"[35, 18, 10751]"
1763,10975,飛鷹計劃,26.159,496,"[28, 12, 80, 53]"
1764,1427,Perfume: The Story of a Murderer,42.951,4248,"[80, 14, 18]"
1765,658,Goldfinger,38.868,3316,"[12, 28, 53]"
1766,626735,Dog,51.063,1370,"[18, 35]"
1767,332270,Битва за Севастополь,25.561,404,"[10752, 18, 10749]"
1768,318846,The Big Short,49.975,8468,"[35, 18]"
1769,6003,Romeo and Juliet,23.159,617,"[18, 10749]"
1770,90369,Now Is Good,12.636,1048,"[18, 10749]"
1771,21484,Possession,24.124,952,[27]
1772,11230,醉拳,33.898,856,"[28, 35]"
1773,488,The African Queen,18.405,876,"[10749, 12]"
1774,58,Pirates of the Caribbean: Dead Man's Chest,98.738,15069,"[12, 14, 28]"
1775,545609,Extraction,70.305,5648,"[28, 53]"
1776,9571,Dazed and Confused,22.446,1878,[35]
1777,547258,Play,6.546,331,[35]
1778,802,Lolita,43.04,1900,"[18, 35, 10749]"
1779,583406,Judas and the Black Messiah,24.726,1379,"[18, 36]"
1780,583406,Judas and the Black Messiah,24.726,1379,"[18, 36]"
1781,416477,The Big Sick,22.639,2276,"[35, 18, 10749]"
1782,38528,Febbre da cavallo,9.026,340,[35]
1783,132363,The Butler,22.419,2747,[18]
1784,49051,The Hobbit: An Unexpected Journey,96.968,17567,"[12, 14, 28]"
1785,634544,Uncle Frank,31.408,368,[18]
1786,212167,サカサマのパテマ,25.712,376,"[16, 12, 18, 14, 878]"
1787,75656,Now You See Me,62.529,14875,"[53, 80]"
1788,15255,Undisputed II: Last Man Standing,44.801,733,"[28, 80, 53]"
1789,12311,Mutiny on the Bounty,14.479,307,"[12, 18, 36]"
1790,2756,The Abyss,34.305,2661,"[12, 28, 53, 878]"
1791,37775,"Bianco, rosso e Verdone",7.514,684,[35]
1792,180,Minority Report,36.504,8161,"[878, 28, 53]"
1793,433498,Papillon,34.87,1784,[18]
1794,315635,Spider-Man: Homecoming,105.096,20757,"[28, 12, 878, 18]"
1795,11644,Blow Out,22.505,1277,"[53, 9648, 80]"
1796,88,Dirty Dancing,33.383,5769,"[18, 10402, 10749]"
1797,506528,Harriet,24.922,723,"[18, 36]"
1798,57361,황해,16.526,447,"[18, 53, 80]"
1799,21450,Naked,9.21,488,"[18, 35]"
1800,381288,Split,66.435,16505,"[27, 53]"
1801,82695,Les Misérables,39.324,5032,"[36, 18]"
1802,39148,ドラゴンボール 最強への道,19.305,316,"[16, 12, 14]"
1803,587792,Palm Springs,25.904,2766,"[35, 10749, 878]"
1804,239877,La mafia uccide solo d'estate,7.729,1070,"[10749, 35, 80, 18]"
1805,11644,Blow Out,22.505,1277,"[53, 9648, 80]"
1806,874,A Man for All Seasons,16.649,382,"[18, 36]"
1807,470,21 Grams,19.966,2913,"[18, 80, 53]"
1808,12776,Johnny Stecchino,9.259,971,[35]
1809,687,Dead Man Walking,18.798,1251,[18]
1810,454626,Sonic the Hedgehog,88.702,9024,"[28, 878, 35, 10751]"
1811,453395,Doctor Strange in the Multiverse of Madness,126.156,8241,"[14, 28, 12]"
1812,15764,Sophie's Choice,21.82,792,"[18, 10749, 10752]"
1813,546121,Run,29.56,2308,"[53, 27, 18]"
1814,191714,The Lunchbox,16.206,650,"[18, 10749]"
1815,28055,Sei donne per l'assassino,15.641,363,"[27, 9648, 53]"
1816,25793,Precious,18.901,1534,[18]
1817,13183,Watchmen,54.523,8622,"[28, 9648, 878]"
1818,4710,Masculin féminin,13.933,350,"[18, 10749]"
1819,590223,Love and Monsters,42.053,3721,"[35, 28, 12, 878]"
1820,6949,"What's Up, Doc?",11.512,341,"[35, 10749]"
1821,255,Baisers volés,20.414,381,"[35, 18, 10749]"
1822,293670,곡성,27.529,1554,"[27, 9648]"
1823,82690,Wreck-It Ralph,82.336,11695,"[10751, 16, 35, 12]"
1824,77016,End of Watch,24.292,2997,"[80, 18, 53]"
1825,1429,25th Hour,22.642,2184,"[80, 18]"
1826,594,The Terminal,35.559,7373,"[35, 18]"
1827,259316,Fantastic Beasts and Where to Find Them,76.361,18072,"[14, 12, 10751]"
1828,9539,Martyrs,31.417,2476,"[27, 18, 53]"
1829,22164,Blood and Bone,33.679,706,"[28, 18, 53]"
1830,15362,L'ennemi public n°1,20.852,818,"[28, 53, 80, 18]"
1831,446893,Trolls World Tour,94.993,2002,"[10751, 16, 35, 14, 12, 10402]"
1832,298582,Full Out,10.746,330,"[36, 18, 10751]"
1833,54138,Star Trek Into Darkness,54.061,8685,"[28, 12, 878]"
1834,9385,Les 12 travaux d'Astérix,16.673,1138,"[10751, 16, 35, 12]"
1835,2841,Un long dimanche de fiançailles,16.602,1112,"[18, 10749, 10752]"
1836,2666,Dark City,26.919,2580,"[9648, 878]"
1837,508642,곤지암,27.148,565,"[27, 9648]"
1838,169881,The Physician,25.269,999,"[12, 18, 36]"
1839,66125,Red Dog,12.436,361,"[18, 35, 10751]"
1840,2977,Becoming Jane,16.232,1106,"[10749, 18]"
1841,550231,The Secret: Dare to Dream,18.309,543,"[18, 10749]"
1842,504608,Rocketman,25.002,4345,"[10402, 18]"
1843,242643,Batman: Assault on Arkham,20.651,1045,"[53, 16, 28, 80]"
1844,10234,Funny Games,26.447,1662,"[18, 27, 53]"
1845,377,A Nightmare on Elm Street,36.441,4737,[27]
1846,134,"O Brother, Where Art Thou?",30.334,3855,"[12, 35, 80]"
1847,4543,Monty Python's The Meaning of Life,20.644,1727,[35]
1848,324552,John Wick: Chapter 2,84.849,12254,"[28, 53, 80]"
1849,18311,阿飛正傳,20.003,426,"[80, 18, 10749]"
1850,459003,Мавка: Лісова пісня,193.242,559,"[16, 12, 10751, 14]"
